sample_article	Country	year	article_number	New Type	Content	Female 	 Male	Female 	 Male	female_diff	Male_diff	FEMALE_ERROR	male_error	female_score	Male_score
247	Spain	2007	76	Political	"MADRID, Nov 26 (Reuters) - Three migrants who tried to cross the Strait of Gibraltar to Spain by paddling a windsurfing board were rescued by a ferry, Spanish daily El Mundo said on Monday. 

The migrants were rowing the board with toy oars and pulling belongings behind them in a tyre, said Miguel Marin, a passenger on the ferry bound for Tangiers in Morocco on Nov. 20. 
 
TD 
 ""They had no shoes and they were soaked through"", Marin told El Mundo. 

""Some of the crew spoke Arabic and they were able to communicate with the three immigrants ... One of them resisted getting into the boat at the start, but they finally managed to convince him."" 

The Strait of Gibraltar, which connects the Atlantic to the Mediterranean, divides Spain from Morocco and is about eight miles (13 kms) wide at its narrowest point. (Reporting by Sarah Morris; editing by Robert Woodward) 
 
"	1	3	1	3	0	0			1	3
271	Spain	1996	77	Corporate	"BARCELONA, Spain, Nov 14 (Reuter) - A sharp rise in air cargo traffic from Barcelona could mean airlines are flying more international freight directly from Barcelona instead of taking it by road first to their hubs in other European or Spanish cities, an airport spokesman said.

""We think companies which were taking cargo by road to Madrid or to other European capitals are taking more of it direct,"" he said.

TD 

""We are recovering market share (against road transport)...and this tendency will strengthen,"" he added.

Barcelona handled 64,847 tonnes of cargo in the 10 months to end October, 19 percent ahead of the same period 1995 and approaching the full year 1995 total of 68,285 tonnes.

Cargo volume rose 33 percent in October alone thanks largely to a strong performance on international (non-European Union) scheduled routes. Intra-European Union traffic was steady.

Barcelona's new cargo terminal, where independent operators can compete with state-owned Iberia, opened just over a month ago and is beginning to contribute to increased cargo volumes, the spokesman said.

- Air Cargo Newsroom Tel+44 171 542 7706 Fax+44 171 542 5017

(c) Reuters Limited 1996"	1	4	1	3	0	1			1	3.5
6	Spain	1999	78	Corporate	"MADRID, Dec 13 (Reuters) - Spanish telecommunications and data services provider Jazztel Plc said on Monday it was talking to Germany's Deutsche Telekom about making a joint bid for a Spanish mobile telephony licence. 

""We are in negotiations with Deutsche Telekom, although nothing has been signed yet,"" a Jazztel spokesman told Reuters. 
 
TD 
 The government is auctioning four latest technology mobile operator licences and has asked for bids by January 12. 

The conditions of the sale imply that the three existing mobile operators - Telefonica , Airtel and Amena - will win three of these licences, leaving the fourth for a new competitor to enter the market. 

According to a report in El Pais on Saturday the main competitors of the Telekom and Jazztel team are France Telecom which operates in Spain via its fixed-operator Uni2, Mexican telecommunications giant Telmex , Finnish group Sonera , and the U.S. SBC Communications and BellSouth Corporation . 

((Madrid newsroom, +34 91 585-8340, madrid.newsroom@reuters.com)). 

 
"	1	1	1	1	0	0			1	1
177	Spain	1996	78	Corporate	"MADRID, Dec 4 (Reuter) - Spain's Banco Bilbao Vizcaya said on Wednesday that it was interested in investing in Banco Provincial de Venezuela, as well as in other Venezuelan financial institutions. 

""We've set our sights on Banco Provincial de Venezuela,"" a BBV spokesman told Reuters. 
 
TD 
 The spokesman said BBV was carefully studying the banking market in Venezuela for possible stake purchases, but there was nothing concrete in the case of Provincial or other banks. 

""In some cases we are looking at conditions to buy stakes, and in others, to participate via auctions,"" the spokesman said. 

He added that BBV is ""interested in good banks at good prices."" 

The president of Banco Provincial de Venezuela, Jose Maria Nogueroles, denied local reports that BBV had bought a controlling stake in Provincial. 

""At the moment we have no information there there has been a share sale,"" a local newspaper quoted him as saying. 

BBV has been pre-selected to participate in the auction of local banks Banco Consolidado and Banco de Venezuela. 

 
"	1	4	1	4	0	0			1	4
468	Spain	2002	83	Political	"MADRID, Nov 23 (Reuters) - A member of armed Basque separatist group ETA who had been convicted of six murders was found shot dead on Saturday, police said, weeks after he was released on parole.

He had been shot in the chest. A shotgun was found by his body in a wood.

TD 

Ramon Gil Ostoaga was freed by Judge Ruth Alonso in October after serving 12 years of a 298-year sentence, officials said. Local press reported that she and her family received death threats after her controversial decision.

Spanish Interior Minister Angel Acebes said he did not rule out suicide.

""The autopsy is being carried out and the initial signs, the shotgun, point to suicide,"" Acebes told reporters.

""Whether it is suicide or not...I think the terrorist organisation ETA bears the ultimate responsibility for whatever might have happened, whether it was caused by someone else, in which case murder, or whether it was suicide,"" he added.

Sources involved in the investigation said the shotgun belonged to Gil Ostoaga's brother.

After Alonso released the ETA member, the central government criticised her decision and judicial authorities launched an investigation into the case, which was later shelved.

Also on Saturday, Mexico handed over to Spain alleged ETA member Jose Antonio Borde Gaztelumendi, suspected of 16 murders between 1978 and 1983, the interior ministry said, adding that he was one of the most wanted ETA activists.

ETA has killed more than 800 people since 1968 to press its demands for an independent state in Basque areas of northern Spain and southwestern France.

(Additional reporting by Jesus Aguado)."	4	5	3	5	1	0			3.5	5
229	Spain	2009	86	Political	"MADRID, Oct 22 (Reuters) - Spain's trade deficit fell 40.5 percent in August compared to the gap a year in the same month a year earlier, as a slump in imports easily outpaced declining exports, the Industry Ministry said on Thursday.

Imports fell 26 percent to 14.6 billion euros ($21.86 billion) while exports slipped by 16.9 percent to 10.1 billion euros, leaving the deficit at 4.52 billion euros, the ministry said in a news release.
 
TD 
 Spain's imports have fallen hard as domestic consumption has been hit disproportionately by the recession, as the easy credit which sustained a construction boom vanished with the financial crisis.

Spain's trade deficit fell 52.4 percent in the first eight months of the year to 31.9 billion euros, the ministry said.

The trade deficit is the main component of a current account shortfall which at one stage reached about 10 percent of Spain's gross domestic product. (Reporting by Jason Webb)
 
"	1	1	1	1	0	0			1	1
294	Spain	2009	88	Political	"MADRID, Oct 19 (Reuters) - Environmental group Greenpeace says it took legal action on Friday against the government and the nuclear regulator for alleged delays in setting up a panel on nuclear safety with public participation.

A Greenpeace statement said legislation provided for the Nuclear Safety Advisory Committee to be constituted by August 2008 in order to issue non-binding recommendations to the Nuclear Safety Council (CSN) watchdog.

Some 20 people are due to sit on the committee, including representatives from central and local government, utilities, unions, environmental groups and technical experts.

""By stalling over the creation of the Advisory Committee, the industry minister and president of the CSN have in fact prevented environmental groups from getting relevant first-hand information on safety problems,"" Greenpeace spokesman Carlos Bravo said.

Greenpeace want more information over a CSN ruling in June, which favoured allowing the ageing Garona nuclear plant to run for another 10 years. The environmentalists say Garona had failed to implement some of the CSN's prior recommendations.

The government opted to renew Garona's operating permit for four years, which drew an appeal from the plant's operators, who want it to run until at least 2019.

Greenpeace also charge the watchdog with delays last year in taking action over a radioactive leak at the Asco I nuclear power station.

The government fined Asco I's operators 15.4 million euros ($23 million) in May for breaching safety rules.

Spain's eight nuclear plants provide about 20 percent of the country's electricity and the government has vowed to phase them out in favour of booming renewable energy sources.

Apart from Garona, however, the government has no plans to close any other nuclear plants in the near future. The remaining plants are not due to complete the 40-year lifespans they were designed for until 2020, at the earliest.

Nuclear power is unpopular in Spain and both major parties ruled out building new reactors in elections last year. The opposition Popular Party has since said it will keep Garona open past 2013 if it is returned to power. (Reporting by Martin Roberts; editing by Sue Thomas)"	1	2	1	2	0	0			1	2
417	Spain	1995	91	Corporate	"MADRID, June 2 (Reuter) - Banco Santander said it raised prime rate 75 basis points to 9.25 percent, effective immediately.

The move followed the Bank of Spain's decision to reject bids at its earlier regular repo tender and call a new one with a minimum 9.25 percent rate, up from 8.5 percent.

TD 

(c) Reuters Limited 1995"	1	1	1	1	0	0			1	1
479	Spain	1994	92	Corporate	"MADRID, Nov 21 (Reuter) - Spanish flag carrier Iberia said its passenger load factor (percentage of seats filled) rose to 73.7 in October from 73.4 percent in September.

It flew 1.22 million passengers and 2.0 billion revenue passenger kms in the month, compared with 1.24 million passengers and 2.14 kms the previous month.

TD 

Freight tonne kms rose to 60.2 million from 51.9 million. -- Madrid newsroom 34-1 585 2161

(c) Reuters Limited 1994"	1	1	1	1	0	0			1	1
142	Spain	1991	99	Corporate	"MADRID, Oct 1, Reuter - Assurances Generales de France has agreed to buy about four pct of La Corporacion Banesto SA, a private industrial group owned by Banco Espanol de Credito SA-Banesto, for nine billion pesetas, Banesto said. 

Under an agreement, signed in Madrid by Banesto chairman Mario Conde and AGF chairman Michel Albert and ratifying an understanding reached in May, AGF will also acquire 45 pct in an insurance holding company with La Corporacion holding the rest. La Corporacion will provide 52.6 pct of shares in insurance affiliate La Union y el Fenix SA as its contribution to the new holding company's capital. 
 
TD 
 The agreement also contemplates an exchange of shareholdings between Banesto and AGF equivalent to about two pct of the bank's capital. 

Banesto said the agreement will not show up in its profit and loss accounts but in those of La Corporacion, at present 71 pct owned by the bank. 

Albert told a news conference in May the deal represented a total investment of 2.5 billion FFR for AGF. 
 
"	1	3	1	3	0	0			1	3
90	Sweden	2004	1	Corporate	"STOCKHOLM, Dec 29 (Reuters) - Sweden's 11 nuclear power reactors produced a record 75 terawatt hours (TWh) of electricity in 2004, the Swedish energy industry association said on Wednesday. 

Nuclear power production increased from 65.5 TWh in 2003, the association said in a statement. 
 
TD 
 The government has decided to gradually phase out nuclear power, which covers just over half of Sweden's electricity consumption. One atomic reactor is to be closed in May 2005. 

Sweden's hydropower output totalled 59 TWh this year, up from 53 TWh in 2003 but around 10 percent below normal levels. Windpower-generated electricity production grew 19 percent to 0.75 TWh. 

Overall, Swedish electricity production increased 12 percent year-on-year to 148 TWh, the association said. Domestic electricity consumption grew 0.5 percent to 146 TWh. 
 
"	1	1	1	1	0	0			1	1
183	Sweden	2009	2	Corporate	"STOCKHOLM, Dec 22 (Reuters) - Sweden's prime minister said on Tuesday his centre-right government would be willing to sell a minority stake in power group Vattenfall [VATN.UL], one of Europe's biggest energy firms, if it wins an election next year.

""We concluded even before the last election that it would be good to bring in a minority owner who could contribute skills and capital and balance out some of the problems with having the state as the sole owner,"" Prime Minister Fredrik Reinfeldt said in an interview in daily Dagens Industri.
 
TD 
 The government launched the country's biggest ever privatisation programme when it took power in 2006, selling part of its stake in telecoms firm TeliaSonera , Absolut Vodka maker Vin & Sprit , real estate firm Vasakronan and part of monopoly pharmacy chain Apoteket.

It still has stakes in over 50 companies, but the recent global downturn put on ice plans for further sales, including a near 20 percent stake in banking group Nordea .

Reinfeldt gave no time frame for a sale of part of Vattenfall, should the government win the popular vote next September, but he ruled out a complete sale.

""It is not a perfect market and we are talking about a great deal of value,"" he said. ""We have to be responible as politicians and owners and so it would be a gradual change.""
 
"	1	5	1	5	0	0			1	5
221	Sweden	2003	2	Political	"STOCKHOLM, Dec 18 (Reuters) - A Swedish prosecutor said on Thursday that the DNA of the man suspected of killing Foreign Minister Anna Lindh in September had been found on the murder weapon, a knife, and a discarded pair of bloodstained trousers. 

It was the first time a legal official had made public any of the evidence in a crime that shocked the nation - the stabbing of Lindh, a mother of two tipped to be the next prime minister, in a Stockholm department store on September 10. 
 
TD 
 Asked by Swedish public service SR radio news about earlier leaked reports that the suspect's DNA had been found on the knife dropped by the fleeing killer, and on a pair of bloody trousers found elsewhere, prosecutor Agneta Blidberg said ""Yes."" 

""There is DNA on the knife and there is DNA also on a pair of trousers,"" Blidberg told SR. ""When you add up all the evidence the case is strong,"" she added. 

The prosecution will hand the evidence to suspect Mijailo Mijailovic's defence lawyer, an official at Blidberg's office told Reuters. Mijailovic, who has said he is innocent, has until January 8 to respond. 

If the prosecution formally charges Mijailovic with the killing by January 16, the trial could begin on January 20, according to a tentative timetable outlined by Stockholm district court judge Goran Nilsson. 

Nilsson has said he expects the trial to last between three and six days. 

Lindh's brutal killing evoked memories of the 1986 assassination of Swedish Prime Minister Olof Palme who, like her, was killed while out on foot without bodyguards. 

Police arrested Mijailovic on September 24. He was born in Sweden in 1978 to Serbian immigrant parents and spent a few years at school in their homeland, identified in Swedish court documents as ""the former Yugoslavia"". 
 
"	5	4	5	5	0	-1			5	4.5
467	Sweden	1995	4	Political	"STOCKHOLM, Dec 28 (Reuter) - Following are some of the leading stories in the Swedish papers this morning. Reuters has not verified these stories and does not vouch for their accuracy.

DAGENS NYHETER

TD 

- The Swedish nurses' strike, now in its sixth week, has turned into a war of attrition. Employers and unions are unwilling to come to the negotiating table, and government authorities say risks to some patients have increased.

- The Christmas holiday proved chaotic for suppliers of this year's most popular Christmas present -- a multi-media computer. The special helplines set up to help frustrated parents and children over the holiday were flooded with queries.

SVENSKA DAGBLADET

- Former chief of defence staffs Bengt Gustavsson says the Swedish navy has credible eye-witness evidence from former Russian servicemen that Soviet submarines violated Swedish territorial waters in the 1980s.

- The Swedish trade union federation LO rejects a report calling for shorter working hourse as a method of reducing unemployment, saying general welfare must be guaranteed first.

DAGENS INDUSTRI

- Stricter accounting and capital coverage rules come into effect for banks and stockbrokers at the turn of the year, and finance inspectorate chief Claes Norgren says market players must show they can live up to the tougher rules.

- Russian shares offer the investement opportunity of a lifetime, but the inherent economic and political risks in the country mean that investors must have nerves of steel.

(c) Reuters Limited 1995"	1	2	1	2	0	0			1	2
106	Sweden	1998	5	Political	"STOCKHOLM, Dec 22 (Reuters) - Police evacuated hundreds of holiday shoppers from a department store in central Stockholm on Tuesday after a drunk man set the building on fire. 

Police said the man, a petty criminal, had been seized after witnesses saw him dump petrol on a parking level below the PUB department store, and start a fire. 
 
TD 
 Windows shattered and people rushed for the exits as flames leapt up near a central escalator in the seven-storey building, witnesses said. 

""People were shouting 'What's happening?', and some were crying - probably shocked shop assistants,"" said Lee Englund, an eyewitness. 

""People were rushing out of the building,"" she said. ""When I looked back you could no longer see the centre of the store because it was filled with so much black smoke."" 

Two women were taken to hospital, one suffering from smoke inhalation and the other injured by broken glass. 

Police said two floors had been damaged by water from sprinklers, besides damage from the fire below. But the shop may re-open by Wednesday afternoon for one of the busiest shopping days of the year. 

The store's best known employee was Greta Garbo, who worked there for two years as a teenage salesgirl and hat model before she was discovered by a talent agent and went on to become a Hollywood star. 

(C) Reuters Limited 1998. 
 

NS  
gcat : Political/General News | gdis : Disasters/Accidents | grisk : Risk News 

RE  
eurz : Europe | scandz : Scandinavia | swed : Sweden | weurz : Western Europe 

AN  
Document lba0000020010926ducm020ck 
"	3	1	3	1	0	0		1	3	1
320	Sweden	2008	11	Political	"STOCKHOLM, Dec 2 (Reuters) - Sweden's industry minister said on Tuesday governments should avoid taking part in any European auto sector consolidation and questioned whether Sweden could be a good owner for ailing car units Volvo and Saab.

Maud Olofsson, in an interview with Reuters, said she did not want to say how Sweden might respond if Ford failed to sell its Volvo Cars unit, or if General Motors were to try to sell its Saab unit and could not.

TD 

""I will not speculate on such matters,"" Olofsson said.

But the minister questioned the wisdom of the state owning either Volvo or Saab.

""What reason is there to believe that the state would be an owner that, to begin with, would be able to reduce deficits in these companies, that we would be able to develop new models, and be able market them?,"" she said.

The two subsidiaries have suffered sharp sales declines in recent months as the global financial crisis has weighed on prospective car buyers across the world.

Their owners are pushing for a bailout from the U.S. government and Ford this week announced its intent to sell Volvo, which it bought in 1999. Sweden has said it held talks with both GM and Ford about the two units.

Olofsson said European states should cooperate to foster a better market climate for fuel-efficient cars that are friendlier for the environment, but not actively take part in changing ownership structures.

""That is not primarily a political mission but something for the companies to solve themselves,"" Olofsson said.

""What we can do is to create conditions for a good development when it comes to the auto industry. That could be research and development, or to create market conditions that encourages Europe's consumers to change vehicles.""

Detroit's three big automakers -- Ford, GM and Chrysler [CBS.UL] -- are due to submit extensive restructuring plans to the U.S. Congress later on Tuesday before lawmakers reopen debate on a $25 billion bailout the industry says it needs to survive. (Editing by David Cowell)"	4	1	3	1	1	0			3.5	1
465	Sweden	2006	15	Political	"STOCKHOLM, Dec 14 (Reuters Life!) - After years of ridicule the inhabitants of the Swedish village of Fjuckby have had enough.

Tired of the mirth caused by the name of their tiny hamlet, a number of Fjuckby residents have handed in an application to Swedish authorities for a small change that could make a big difference by becoming Fjukeby.

TD 

""The word 'Fjuckby' today appears to spontaneously and repeatedly lead to associations concerning certain carnal activities between people and between animals,"" the residents wrote in their plea to the Surveyors Office.

""This regrettable fact breeds feelings of weariness, embarrassment and conditioned shame among the residents...""

Annette Torensjo at the Swedish surveyors' office, in charge of deciding on the matter, said name changes were granted only rarely, though another village changed its name from Krakanger, literally meaning ""vomit regret,"" in the 1950s."	1	1	2	1	1	0			1.5	1
489	Sweden	2005	15	Political	"STOCKHOLM, Dec 19 (Reuters) - Sweden said on Monday that it would withhold 65 million Swedish crowns ($8.22 million) in budget support aid from Uganda due to problems with the development of democracy.

Such problems have included the arrest of Ugandan opposition leader Kizza Besigye, although a Swedish Foreign Ministry statement did not mention him by name. Of the aid, some 25 million crowns will instead be used for disaster relief in wartorn northern Uganda.

TD 

The Netherlands also recently decided to withhold aid from Uganda amounting to 6 million euros.

Swedish Minister for International Development Cooperation Carin Jamtin said the Nordic state would carefully monitor elections at the start of 2006 and make a new evaluation of the situation in Uganda.

""I hope the Ugandan government will resume work for a pluralistic political system. This will be of major importance when we discuss a new cooperation strategy during the coming year,"" Jamtin added.

Besigye has been charged with treason and his trial opened on Monday. He denied the charges. The trial could determine whether he will be able to campaign in person for elections scheduled for Feb. 23.

Sweden has this year paid some 280 million crowns to Uganda, an official at the Foreign Ministry said.

The rate of payment has been about 250 million crowns a year over the last six or seven years."	1	5	1	4	0	1			1	4.5
30	Sweden	1993	16	Corporate	"STOCKHOLM, Dec 22 (Reuter) - Home Holdings Inc, in which Sweden's Trygg-Hansa SPP Holding is the largest shareholder, said it had placed $280 million of senior notes due 1998 and 2203, completing a major financial recapitalisation. 

In a statement released by Trygg-Hansa, Home Holdings said the $280 million of senior notes were rated investment grade by Standard & Poor's and Moody's. 
 
TD 
 Home announced on December 15 the completion of an equity offering in which the company issued new shares of common stock for $17 per share. A total of $127.5 million was raised from public shareholders. 

Trygg-Hansa exchanged $163 million of existing debt to equity, in addition to a previously announced conversion of preferred stock. 

 
"	1	1	1	1	0	0			1	1
399	Sweden	1997	19	Corporate	"STOCKHOLM, Dec 19 (Reuters) - Sweden's Scandic Hotels said on Friday it was buying Finnish hotel chain Arctia for 783 million crowns ($101 million).

Scandic said it would pay with a new issue of 4.25 million shares, representing 20 percent of votes and capital in Scandic.

TD 

The acquisition is expected to have a positive effect on results and profit per share in 1998 and 1999, it said.

""Scandic Hotels' financial position will be strengthened through the deal which increases the possibility of further expansion,"" it said in a statement.

The deal includes all of Arctia's 22 hotels and 25 restaurants with annual turnover of 1.38 billion crowns.

Investment group Ratos will remain majority shareholder in Scandic with 23.2 percent of capital and voting rights after the deal. Finland's Alko-Bolagen, from whom Scandic is buying the hotels, will become second largest owner with 20 percent of capital and votes. ($ = 7.749 Swedish Crowns) 190734 GMT dec 97

(c) Reuters Limited 1997"	1	1	1	1	0	0			1	1
95	Sweden	2006	24	Political	"STOCKHOLM, Dec 11 (Reuters) - Sweden's jobless rate fell to 3.7 percent in November from 4.0 percent in October, its lowest in more than four years, the AMS labour board said on Monday. 
 
TD 
 The figures underline an improving trend in the job market in Sweden, which has lagged a soaring economy as companies have boosted productivity rather than take on new workers. The labour market has also added to pressure for further rate hikes. 

The labour office said the total of unemployed and those in government labour market programmes was 6.9 percent, down by 40,000 people versus the same month last year. 

""It (the jobless rate) came in a little lower than expected. We had reckoned on 3.8 percent,"" Johan Javeus, analyst at SEB. 

""The figures are in line with the other signals from the job market -- that there is a continued strengthening. We also think there will be a fall (in the unemployment figure) from the Statistics Bureau on Thursday."" 

The number of vacant jobs notified to the labour board was 53,000 in November, 20,000 more than the same month last year. 

The central bank has already raised interest rates five times this year and evidence of further improvement in the job market is likely to add to its determination to bring monetary policy onto a less expansive track before inflation -- still well below the 2.0 percent target -- picks up. 

The central bank meets on Thursday with its decision on interest rates to be announced the following day. Analysts expect it to raise rates by 25 basis points to 3.0 percent. 

AMS data is based on the number of registered jobless while statistics office SCB, due to publish November unemployment on Dec. 14, bases its data on a survey. 

A Reuters poll has forecast unemployment as measured by the Statistics Bureau to be 4.4 percent in November, down from 4.6 percent in October. 

Next year, unemployment is seen rising again despite strong job growth as the new centre-right government plans to cut back on state labour schemes and more first-time job seekers will enter the labour force. (Additional reporting by Johan Sennerro) 
 
"	1	2	1	2	0	0			1	2
13	Sweden	1998	26	Corporate	"STOCKHOLM, Dec 21 (Reuters) - Swedish bond yields outperformed German Bunds on Monday in a market with limited interest, dealers said. 

""It has been very quiet today but we have seen some interest for Sweden,"" one dealer said. 
 
TD 
 U.S. bond yields rose heavily on Monday after selling by hedge funds and a stock market rally, despite President Bill Clinton's impeachment, while German yields remained stable. 

""It will be interesting to see if rising U.S. yields will have an effect on European yields,"" an analyst said. 

The market was waiting for the policy-making U.S. Federal Reserve's FOMC meeting on Tuesday, but no rate cut is expected. Market focus was also the European Central Bank meeting which will determine the first euro repo rate and the interest rate corridor. 

Swedish current account for October is due on Tuesday at 1100 GMT and expected to show a surplus of 5.7 billion crowns. Swedish Producer Prices for November are due on Wednesday 0900 GMT are expected to fall 0.1 percent month-on-month. 

The crown was unchanged to the mark after a day of thin trading. 

""We are staying in the lower part of the range of 4.80 to 4.85 to the mark. If we break 4.80 tonight the crown might leave its weakening trend,"" one dealer said. ((Johan Wullt, Stockholm newsroom, +46-8-700 1005, fax +46-8-211601, stockholm.newsroom@reuters.com)). 
 
"	1	1	1	1	0	0			1	1
231	Sweden	1997	26	Corporate	"STOCKHOLM, Dec 12 (Reuters) - A dispute between Carlsberg and Scottish & Newcastle , triggered by a bid from Danish brewer for the British one, could take six months or more to resolve, the arbitrator handling the case said. 

Scottish & Newcastle (S&N) has rejected a 7.3 billion pound ($14.9 billion) joint bid from Carlsberg and Amsterdam-based Heineken , and has asked an arbitration court in Sweden to judge whether the approach breaches an agreement with Carlsberg over their Russia-based Baltic Beverages Holding (BBH) joint venture. 
 
TD 
 Ulf Franke, Secretary General of the Stockholm Chamber of Commerce Arbitration Institute, said that in general, rulings in such cases take up to six months. 

""The aim is to finalise the case within this time limit,"" he said. ""But this could be extended in large and complex cases."" 

Franke declined to comment on the S&N and Carlsberg dispute, but added about half of cases are resolved within six months. 

S&N has taken its case to the Swedish arbitration tribunal as the BBH agreement is drafted under Swedish law, and claims that the bid approach breaks the terms of the BBH venture, effectively triggering a so-called shotgun agreement that allows either party to make an offer to buy the other out of BBH. 

Franke said rulings by the Institute are binding. 

""Only if there are some serious procedural deficits, then you can go to court and have the ruling set aside, not on the merits of the ruling,"" he said. 

S&N intends to announce in early January details of its legal argument, and said that when a chairman was appointed for the tribunal earlier this month this suggested that a decision would be expected before the end of June, 2008. 

However, Carlsberg believe the process may take longer, and Finn Madsen from law firm Vinge, which is representing Carlsberg's unit Pripps-Ringnes on the BBH arbitration, said the case could take over a year. 

""An arbitration of this nature will take at least 12 months from when the case has been referred to the Arbitration Tribunal - probably in the beginning of January 2008,"" said Madsen. 

""According to the Stockholm Arbitration Institute itself, an average case takes between 8-10 months from such referral. And this is for sure not an average case,"" he added. 

BBH is at the centre of the battle for control of S&N as it holds more than 85 percent of Baltika the biggest brewer in Russia, the world's third-largest beer market. 

The rapidly growing BBH, which operates in Russia and other nations in the former Soviet Union, accounts for around one-third of S&N and Carlsberg's group earnings. 

S&N shares were off 1.1 percent at 732 pence by 1515 GMT, below the cash bid price of 750p from Carlsberg and Heineken, while Carlsberg shares were up 0.9 percent at 643 crowns. (Additional reporting by David Jones in London; Editing by Andrew Callus) 
 
"	1	3	1	4	0	-1			1	3.5
305	Sweden	1994	28	Corporate	"STOCKHOLM, Dec 21 (Reuter) - Swiss-Swedish engineering group ABB Asea Brown Boveri has won an order for 75 subway carriages from publicly owned Stockholm local traffic SL worth 1.8 billion crowns, SL said in a statement.

""The contract with ABB also has an option for the delivery of a further up to 125 carriages of the same type,"" it said.

TD 

""If this option is used fully, the investment -- including SL's own consequent investment -- increases by a further 2.4 billion crowns,"" it added.

-- Stockholm newsroom, +46-8 700 1017

(c) Reuters Limited 1994"	1	1	1	1	0	0			1	1
89	Sweden	1994	40	Corporate	"STOCKHOLM, Dec 12 (Reuter) - Swedish chemical concern Perstorp AB said it will invest 400 million crowns over a two-year period to strengthen the global position of its Specialty Chemicals division. 

Perstorp said it will build two new factories in Sweden to increase production of polyalcohols, used as a binding component in paints, grease and pigments. 
 
TD 
 Ake Fredriksson, head of Perstorp's Specialty Chemicals division, said strong growth in demand for binding agents in paints, glues and grease was the reason for the investment. 

""We are also experiencing considerably stronger growth from NAFTA countries and Asia,"" he said. 

Perstorp Specialty Chemicals had turnover in 1993 of almost two billion crowns and has operations in Sweden, the U.S. and Italy. -- Stockholm newsroom (46 8 700 1004) 

 
"	1	2	1	2	0	0			1	2
456	Sweden	1997	45	Corporate	"STOCKHOLM, Dec 17 (Reuters) - Ferry operator Stena Line said on Wednesday it plans to restructure its ferry operations into seven divisions, giving cost savings of around 350 million crowns.

Stena said around 450 jobs would be lost, although neither of its cross-channel routes would be affected as these are involved in the cooperation accord with P&O on cross channel ferries.

TD 

(c) Reuters Limited 1997"	1	1	1	1	0	0			1	1
301	Sweden	1999	55	Political	"STOCKHOLM, Nov 25 (Reuters) - Sweden's foreign minister said on Thursday she had received positive signals from Turkey on human rights but many issues need to be resolved before Sweden could welcome Turkey as a candidate for EU membership.

Anna Lindh met her Turkish counterpart Ismail Cem in Stockholm on Thursday ahead of the European Union summit in Finland next month where Turkey hopes to named a formal candidate - if Greece and Sweden drop objections.

TD 

""We have received some positive signals today and we will now see what they mean and what else happens before Helsinki,"" Lindh told a news conference. ""We expect to see positive signals from Turkey ahead of Helsinki.""

Sweden has been in the forefront of EU efforts to make Turkey improve its human rights record, while Greece has a history of bad relations with Turkey over the divided island of Cyprus and territorial claims in the Aegean.

Lindh said it was a setback that the Turkish appeals court had decided on Thursday to uphold the death sentence on condemned Kurdish leader Abdullah Ocalan.

""It would be very serious if the Turkish parliament approved this death penalty verdict,"" Lindh said. ""But I don't think that will happen.""

Lindh said Turkey had given some positive signs about improving the situation of the Kurds in Turkey, such as legislation against torture and to encourage the teaching of Kurdish in schools.

She said Sweden had not issued any formal demands to Turkey, but that she had explained to Cem the issues that Sweden considered important, especially freedom of speech, the situation of the Kurds in Turkey and torture.

""Everyone wants Turkey to become an EU candidate country, but it's also up to Turkey which signals they are ready to give ahead of the Helsinki meeting,"" Lindh said.

(C) Reuters Limited 1999."	5	4	5	3	0	1		1	5	3.5
16	Sweden	1992	63	Political	" STOCKHOLM, Dec 3, Reuter - A light aircraft crashed in flames into an apartment building after taking off from Stockholm city airport on Thursday, killing all three people on board, police said. 

The Piper Malibu apparently tried to crash-land on a road after its single engine cut out, but the plane collided with a parked car, burst into flames and hit an apartment building close to a school, witnesses said. 
 
TD 
 ""We have recovered the three bodies. Nobody on the ground was hurt,"" said police spokesman Ola Karlsson, adding that the three were Swedish men aged 45, 27 and 23 on a business trip to Britain. 

The plane left Bromma city airport at 7.03 a.m. (0603 GMT), lost radio contact with ground control two minutes later, and while trying to return to the airport suddenly lost power and hurtled to the ground, Karlsson said. 

Witnesses reported hearing the Piper's engine drone louder as it approached, then sputter to a halt. The plane skirted the rooftops, hit a parked car and skidded in a ball of fire into the ground floor of an apartment block. 

One wing was thrown 75 metres (yards) from the fuselage, which burnt out only 50 metres (yards) away from a school where teachers were preparing for the arrival of some 600 pupils. 

Karlsson said smoke billowed into the block of flats and several windows were smashed by the impact but the building itself did not catch fire. 

The accident fuelled debate in Europe over the safety aspects of airports near residential areas, Swedish Radio said. Only two months ago, an El Al Boeing 747 cargo plane hit an apartment building in Amsterdam killing at least 50 people. 

Arlanda airport 40 km (25 miles) north of Stockholm carries most of the capital's air traffic, but some politicians want to increase traffic to and from Bromma instead of building a new airport south of Stockholm. 

""There is certainly a political aspect. Today's accident was strangely similar to the one in Amsterdam. Both planes took off, ran into trouble and tried to get back and crashed into buildings,"" said Karlsson. 

Transport Minister Mats Odell said Sweden's national accident commission had opened an inquiry into Thursday's crash. 

 
"	1	4	1	4	0	0			1	4
